address,affiliation-name,city,country,dc:identifier,prism:url
,Universidad de Santiago de Chile,Santiago,Chile,AFFILIATION_ID:60023383,https://api.elsevier.com/content/affiliation/affiliation_id/60023383
"P.O. Box MG-3, Magurele","Institute of Atomic Physics, Bucharest",Bucharest,,AFFILIATION_ID:60023428,https://api.elsevier.com/content/affiliation/affiliation_id/60023428
1-104 Totsukamachi,Waseda University,Tokyo,Japan,AFFILIATION_ID:60023462,https://api.elsevier.com/content/affiliation/affiliation_id/60023462
V úvalu 84,Fakultní Nemocnice v Motole,Prague,Czech Republic,AFFILIATION_ID:60023469,https://api.elsevier.com/content/affiliation/affiliation_id/60023469
902 Battelle Boulevard,Pacific Northwest National Laboratory,Richland,United States,AFFILIATION_ID:60023471,https://api.elsevier.com/content/affiliation/affiliation_id/60023471
"1-3-3 Higashikawasakicho, Chuo-ku","University of Hyogo, Kobe",Kobe,Japan,AFFILIATION_ID:60023499,https://api.elsevier.com/content/affiliation/affiliation_id/60023499
Passeig Maritim 25-29,Hospital del Mar,Barcelona,Spain,AFFILIATION_ID:60023506,https://api.elsevier.com/content/affiliation/affiliation_id/60023506
1015 S San Francisco St #6050,Northern Arizona University,Flagstaff,United States,AFFILIATION_ID:60023517,https://api.elsevier.com/content/affiliation/affiliation_id/60023517
2 Pei-Ning Road,National Taiwan Ocean University,Keelung,Taiwan,AFFILIATION_ID:60023529,https://api.elsevier.com/content/affiliation/affiliation_id/60023529
Rue du Bugnon 46,Centre Hospitalier Universitaire Vaudois,Lausanne,Switzerland,AFFILIATION_ID:60023561,https://api.elsevier.com/content/affiliation/affiliation_id/60023561
43 boulevard du 11 Novembre 1918,Université Claude Bernard Lyon 1,Villeurbanne,France,AFFILIATION_ID:60023578,https://api.elsevier.com/content/affiliation/affiliation_id/60023578
"11, Acad. Lavrentieva Pr.",Budker Institute of Nuclear Physics of the Siberian Branch of the RAS,Novosibirsk,Russian Federation,AFFILIATION_ID:60023579,https://api.elsevier.com/content/affiliation/affiliation_id/60023579
Petersplatz 1,Universitat Basel,Basel,Switzerland,AFFILIATION_ID:60023588,https://api.elsevier.com/content/affiliation/affiliation_id/60023588
381 Royal Parade,Monash University Victorian College of Pharmacy,Melbourne,Australia,AFFILIATION_ID:60023594,https://api.elsevier.com/content/affiliation/affiliation_id/60023594
Calle de la Maestranza 9,Universidade da Coruña,A Coruna,Spain,AFFILIATION_ID:60023610,https://api.elsevier.com/content/affiliation/affiliation_id/60023610
"Southampton General Hospital, Tremona Road",MRC Lifecourse Epidemiology Unit,Southampton,United Kingdom,AFFILIATION_ID:60023615,https://api.elsevier.com/content/affiliation/affiliation_id/60023615
10 Medical Drive,"National University of Singapore, Faculty of Medicine",Singapore City,Singapore,AFFILIATION_ID:60023617,https://api.elsevier.com/content/affiliation/affiliation_id/60023617
580 Swanston Street,Melbourne Sexual Health Centre,Melbourne,Australia,AFFILIATION_ID:60023619,https://api.elsevier.com/content/affiliation/affiliation_id/60023619
,"University of Dundee College of Medicine, Dentistry and Nursing",Dundee,United Kingdom,AFFILIATION_ID:60023622,https://api.elsevier.com/content/affiliation/affiliation_id/60023622
Av. Belgrano 1746,Fundacion Favaloro,Buenos Aires,Argentina,AFFILIATION_ID:60023623,https://api.elsevier.com/content/affiliation/affiliation_id/60023623
"5-3-1-3 Ainosato, Kita-ku",Hokkaido University of Education,Sapporo,Japan,AFFILIATION_ID:60023647,https://api.elsevier.com/content/affiliation/affiliation_id/60023647
Nordnesgaten 50,Havforskningsinstituttet,Bergen,Norway,AFFILIATION_ID:60023659,https://api.elsevier.com/content/affiliation/affiliation_id/60023659
"39, Chemin du Champ des Filles,Plan-les-Ouates",STMicroelectronics,Geneva,Switzerland,AFFILIATION_ID:60023682,https://api.elsevier.com/content/affiliation/affiliation_id/60023682
,"University of California, San Francisco",San Francisco,United States,AFFILIATION_ID:60023691,https://api.elsevier.com/content/affiliation/affiliation_id/60023691
,"Ondokuz Mayis University, Medical School",Samsun,Turkey,AFFILIATION_ID:60023693,https://api.elsevier.com/content/affiliation/affiliation_id/60023693
,Department of Veterans Affairs,,United States,AFFILIATION_ID:60023695,https://api.elsevier.com/content/affiliation/affiliation_id/60023695
68 boulevard Saint Michel,International Union Against Tuberculosis and Lung Disease,Paris,France,AFFILIATION_ID:60023697,https://api.elsevier.com/content/affiliation/affiliation_id/60023697
,Université de Technologie Belfort-Montbéliard,Belfort,France,AFFILIATION_ID:60023712,https://api.elsevier.com/content/affiliation/affiliation_id/60023712
Private Bag 92006,Auckland University of Technology,Auckland,New Zealand,AFFILIATION_ID:60023760,https://api.elsevier.com/content/affiliation/affiliation_id/60023760
,Sardar Patel Medical College,Bikaner,India,AFFILIATION_ID:60023775,https://api.elsevier.com/content/affiliation/affiliation_id/60023775
,McMaster Children's Hospital,Hamilton,Canada,AFFILIATION_ID:60023790,https://api.elsevier.com/content/affiliation/affiliation_id/60023790
Gao Tan Yan,Third Military Medical University,Chongqing,China,AFFILIATION_ID:60023797,https://api.elsevier.com/content/affiliation/affiliation_id/60023797
2900 Bedford Avenue,Brooklyn College,New York,United States,AFFILIATION_ID:60023814,https://api.elsevier.com/content/affiliation/affiliation_id/60023814
Kruislaan 409,FOM-Institute of Subatomic Physics - NIKHEF,Amsterdam,Netherlands,AFFILIATION_ID:60023824,https://api.elsevier.com/content/affiliation/affiliation_id/60023824
Campus Universitário Lagoa Nova,Universidade Federal do Rio Grande do Norte,Natal,Brazil,AFFILIATION_ID:60023857,https://api.elsevier.com/content/affiliation/affiliation_id/60023857
1835 W Polk St,University of Illinois College of Medicine,Chicago,United States,AFFILIATION_ID:60023868,https://api.elsevier.com/content/affiliation/affiliation_id/60023868
Palle Juul-Jensens Boulevard 99,Aarhus Universitetshospital,Aarhus,Denmark,AFFILIATION_ID:60023882,https://api.elsevier.com/content/affiliation/affiliation_id/60023882
"37th and O streets, NW",Georgetown University,"Washington, D.C.",United States,AFFILIATION_ID:60023927,https://api.elsevier.com/content/affiliation/affiliation_id/60023927
15 Broadway,University of Technology Sydney,Sydney,Australia,AFFILIATION_ID:60023932,https://api.elsevier.com/content/affiliation/affiliation_id/60023932
Jamova 39,Jozef Stefan Institute,Ljubljana,Slovenia,AFFILIATION_ID:60023955,https://api.elsevier.com/content/affiliation/affiliation_id/60023955
18 - 32 Manners Street,Te Papa Atawhai,Wellington,New Zealand,AFFILIATION_ID:60023958,https://api.elsevier.com/content/affiliation/affiliation_id/60023958
Pendlebury,Royal Manchester Children's Hospital,Manchester,United Kingdom,AFFILIATION_ID:60023969,https://api.elsevier.com/content/affiliation/affiliation_id/60023969
Park Place,Cardiff University,Cardiff,United Kingdom,AFFILIATION_ID:60023998,https://api.elsevier.com/content/affiliation/affiliation_id/60023998
Ingolst?dter Landstra?e 1,Helmholtz Center Munich  German Research Center for Environmental Health,Neuherberg,Germany,AFFILIATION_ID:60024007,https://api.elsevier.com/content/affiliation/affiliation_id/60024007
PMB 12003,University of Lagos College of Medicine,Lagos,Nigeria,AFFILIATION_ID:60024019,https://api.elsevier.com/content/affiliation/affiliation_id/60024019
Albertus-Magnus-Platz,University of Cologne,Koln,Germany,AFFILIATION_ID:60024025,https://api.elsevier.com/content/affiliation/affiliation_id/60024025
Weigang 1,Nanjing Agricultural University,Nanjing,China,AFFILIATION_ID:60024045,https://api.elsevier.com/content/affiliation/affiliation_id/60024045
,"Inha University, College of Medicine",Incheon,South Korea,AFFILIATION_ID:60024050,https://api.elsevier.com/content/affiliation/affiliation_id/60024050
Carl-Neuberg-Str. 1,Medizinische Hochschule Hannover (MHH),Hannover,Germany,AFFILIATION_ID:60024052,https://api.elsevier.com/content/affiliation/affiliation_id/60024052
100 William T. Morrissey Blvd.,University of Massachusetts Boston,Boston,United States,AFFILIATION_ID:60024063,https://api.elsevier.com/content/affiliation/affiliation_id/60024063
1411 East 31st Street,Highland General Hospital,Oakland,United States,AFFILIATION_ID:60024076,https://api.elsevier.com/content/affiliation/affiliation_id/60024076
,Montefiore Medical Center,New York,United States,AFFILIATION_ID:60024099,https://api.elsevier.com/content/affiliation/affiliation_id/60024099
811-1 Kimiidera,Wakayama Medical University,Wakayama,Japan,AFFILIATION_ID:60024116,https://api.elsevier.com/content/affiliation/affiliation_id/60024116
Montaneses 2325,Fundacion Para La Lucha Contra Las Enfermedades Neurologicas de La Infancia,Buenos Aires,Argentina,AFFILIATION_ID:60024120,https://api.elsevier.com/content/affiliation/affiliation_id/60024120
1-236 Tangi-cho Hachioji,Soka University,Hachioji,Japan,AFFILIATION_ID:60024125,https://api.elsevier.com/content/affiliation/affiliation_id/60024125
264 Rue Saint-Pierre,Hopital La Timone,Marseille,France,AFFILIATION_ID:60024144,https://api.elsevier.com/content/affiliation/affiliation_id/60024144
1-1 Nagamine,Meteorological Research Institute,Tsukuba,Japan,AFFILIATION_ID:60024168,https://api.elsevier.com/content/affiliation/affiliation_id/60024168
3-1-1Nakagaito,Osaka Sangyo University,Daito,Japan,AFFILIATION_ID:60024188,https://api.elsevier.com/content/affiliation/affiliation_id/60024188
"1007 Shimonagakubo, Nagaizumi-cho",Shizuoka Cancer Center,Sunto District,Japan,AFFILIATION_ID:60024194,https://api.elsevier.com/content/affiliation/affiliation_id/60024194
Rajinder Nagar,Sir Ganga Ram Hospital,New Delhi,India,AFFILIATION_ID:60024218,https://api.elsevier.com/content/affiliation/affiliation_id/60024218
1084 Shennecosett Road,University of Connecticut Avery Point,Groton,United States,AFFILIATION_ID:60024223,https://api.elsevier.com/content/affiliation/affiliation_id/60024223
"Library Avenue, PUSA","ICAR - Indian Agricultural Statistics Research Institute, New Delhi",New Delhi,India,AFFILIATION_ID:60024234,https://api.elsevier.com/content/affiliation/affiliation_id/60024234
Diego de Leon 62,Hospital Universitario de la Princesa,Madrid,Spain,AFFILIATION_ID:60024257,https://api.elsevier.com/content/affiliation/affiliation_id/60024257
P.O. Box 2008,Oak Ridge National Laboratory,Oak Ridge,United States,AFFILIATION_ID:60024266,https://api.elsevier.com/content/affiliation/affiliation_id/60024266
11 Third Hospital Avenue,Singapore Eye Research Institute,Singapore City,Singapore,AFFILIATION_ID:60024285,https://api.elsevier.com/content/affiliation/affiliation_id/60024285
1 Modderfontein Road Sandringham,National Health Laboratory Services,Johannesburg,South Africa,AFFILIATION_ID:60024308,https://api.elsevier.com/content/affiliation/affiliation_id/60024308
10-1 Senri Expo Park,National Institutes for the Humanities National Museum of Ethnology,Suita,Japan,AFFILIATION_ID:60024317,https://api.elsevier.com/content/affiliation/affiliation_id/60024317
1-1 Yamadaoka,Osaka University,Suita,Japan,AFFILIATION_ID:60024322,https://api.elsevier.com/content/affiliation/affiliation_id/60024322
,University of Iowa,Iowa City,United States,AFFILIATION_ID:60024324,https://api.elsevier.com/content/affiliation/affiliation_id/60024324
Private Bag 7902,"Wellington Hospital, New Zealand",Wellington,New Zealand,AFFILIATION_ID:60024340,https://api.elsevier.com/content/affiliation/affiliation_id/60024340
1305 North Elm Street,Methodist Hospital,Henderson,United States,AFFILIATION_ID:60024385,https://api.elsevier.com/content/affiliation/affiliation_id/60024385
Strada Mihail Koglniceanu 1,Universitatea Babes-Bolyai din Cluj-Napoca,Cluj Napoca,,AFFILIATION_ID:60024417,https://api.elsevier.com/content/affiliation/affiliation_id/60024417
Egyetem út. 10,Pannon Egyetem,Veszprem,Hungary,AFFILIATION_ID:60024419,https://api.elsevier.com/content/affiliation/affiliation_id/60024419
Kamý cká 129,Czech University of Life Sciences Prague,Prague,Czech Republic,AFFILIATION_ID:60024445,https://api.elsevier.com/content/affiliation/affiliation_id/60024445
Jalan Datuk Mohammad Musa,Universiti Malaysia Sarawak,Kota Samarahan,Malaysia,AFFILIATION_ID:60024451,https://api.elsevier.com/content/affiliation/affiliation_id/60024451
,South Australian Museum,Adelaide,Australia,AFFILIATION_ID:60024485,https://api.elsevier.com/content/affiliation/affiliation_id/60024485
,Royal Agricultural University,Cirencester,United Kingdom,AFFILIATION_ID:60024519,https://api.elsevier.com/content/affiliation/affiliation_id/60024519
550 First Avenue,NYU Grossman School of Medicine,New York,United States,AFFILIATION_ID:60024541,https://api.elsevier.com/content/affiliation/affiliation_id/60024541
"Avenida Universidad, 333",Universidad de Colima,Colima,Mexico,AFFILIATION_ID:60024551,https://api.elsevier.com/content/affiliation/affiliation_id/60024551
369 Khyber Pass Road,"National Institute of Water and Atmospheric Research, New Zealand",Auckland,New Zealand,AFFILIATION_ID:60024594,https://api.elsevier.com/content/affiliation/affiliation_id/60024594
425 University Boulevard,Indiana University-Purdue University Indianapolis,Indianapolis,United States,AFFILIATION_ID:60024609,https://api.elsevier.com/content/affiliation/affiliation_id/60024609
,International Agency for Research on Cancer,Lyon,France,AFFILIATION_ID:60024610,https://api.elsevier.com/content/affiliation/affiliation_id/60024610
Jagiello?ska 13-15,Ludwik Rydygier Collegium Medicum in Bydgoszcz,Bydgoszcz,Poland,AFFILIATION_ID:60024615,https://api.elsevier.com/content/affiliation/affiliation_id/60024615
"1-3-1, Kasumigaseki",National Institute of Advanced Industrial Science and Technology,Tokyo,Japan,AFFILIATION_ID:60024621,https://api.elsevier.com/content/affiliation/affiliation_id/60024621
15 Rue Georges Clemenceau,Université Paris-Sud,Orsay,France,AFFILIATION_ID:60024652,https://api.elsevier.com/content/affiliation/affiliation_id/60024652
No. 300 Jhongda Road,National Central University Taiwan,Chung-Li,Taiwan,AFFILIATION_ID:60024666,https://api.elsevier.com/content/affiliation/affiliation_id/60024666
Via G. Savonarola 9,University of Ferrara,Ferrara,Italy,AFFILIATION_ID:60024690,https://api.elsevier.com/content/affiliation/affiliation_id/60024690
Carretera Antigua a Coatepec 351,"Instituto de Ecología, A.C.",Xalapa,Mexico,AFFILIATION_ID:60024712,https://api.elsevier.com/content/affiliation/affiliation_id/60024712
16 Richmond Street,University of Strathclyde,Glasgow,United Kingdom,AFFILIATION_ID:60024724,https://api.elsevier.com/content/affiliation/affiliation_id/60024724
Drake Circus,University of Plymouth,Plymouth,United Kingdom,AFFILIATION_ID:60024779,https://api.elsevier.com/content/affiliation/affiliation_id/60024779
Kakuma-machi,Kanazawa University,Kanazawa,Japan,AFFILIATION_ID:60024784,https://api.elsevier.com/content/affiliation/affiliation_id/60024784
"30-32 Ngan Shing Street, Shatin",Prince of Wales Hospital Hong Kong,,Hong Kong,AFFILIATION_ID:60024787,https://api.elsevier.com/content/affiliation/affiliation_id/60024787
Üllõi út. 26,Semmelweis Egyetem,Budapest,Hungary,AFFILIATION_ID:60024812,https://api.elsevier.com/content/affiliation/affiliation_id/60024812
185 Cooper Street,Northern Hospital,Melbourne,Australia,AFFILIATION_ID:60024822,https://api.elsevier.com/content/affiliation/affiliation_id/60024822
Gaustadalléen 21,Cicero Senter for klimaforskning,Oslo,Norway,AFFILIATION_ID:60024826,https://api.elsevier.com/content/affiliation/affiliation_id/60024826
